Seconds,fireattack_bed_1,fireattack_bed_2,sofa_center_ignite,sofa_right_ignite,sofa_left_ignite,stripedchair_1,stripedchair_2,stripedchair_3,yellowchair_1,yellowchair_2,fr_couch1
2581,,,,,,,,,,,118.4
2582,,,,,,,,,,,118.4
2583,,,,,,,,,,,118.4
2584,,,,,,,,,,,118.4
2585,,,,,,,,,,,118.4
2586,,,,,,,,,,,118.4
2587,,,,,,,,,,,118.4
2588,,,,,,,,,,,118.4
2589,,,,,,,,,,,118.4
2590,,,,,,,,,,,117.8
2591,,,,,,,,,,,117.8
2592,,,,,,,,,,,117.8
2593,,,,,,,,,,,117.8
2594,,,,,,,,,,,117.8
2595,,,,,,,,,,,117.8
2596,,,,,,,,,,,117.8
2597,,,,,,,,,,,117.8
2598,,,,,,,,,,,117.8
2599,,,,,,,,,,,117.8
2600,,,,,,,,,,,117.6
2601,,,,,,,,,,,117.6
2602,,,,,,,,,,,117.6
2603,,,,,,,,,,,117.6
2604,,,,,,,,,,,117.6
2605,,,,,,,,,,,117.6
2606,,,,,,,,,,,117.6
2607,,,,,,,,,,,117.6
2608,,,,,,,,,,,117.6
2609,,,,,,,,,,,117.6
2610,,,,,,,,,,,117.2
2611,,,,,,,,,,,117.2
2612,,,,,,,,,,,117.2
2613,,,,,,,,,,,117.2
2614,,,,,,,,,,,117.2
2615,,,,,,,,,,,117.2
2616,,,,,,,,,,,117.2
2617,,,,,,,,,,,117.2
2618,,,,,,,,,,,117.2
2619,,,,,,,,,,,117.2
2620,,,,,,,,,,,116.4
2621,,,,,,,,,,,116.4
2622,,,,,,,,,,,116.4
2623,,,,,,,,,,,116.4
2624,,,,,,,,,,,116.4
2625,,,,,,,,,,,116.4
2626,,,,,,,,,,,116.4
2627,,,,,,,,,,,116.4
2628,,,,,,,,,,,116.4
2629,,,,,,,,,,,116.4
2630,,,,,,,,,,,115.8
2631,,,,,,,,,,,115.8
2632,,,,,,,,,,,115.8
2633,,,,,,,,,,,115.8
2634,,,,,,,,,,,115.8
2635,,,,,,,,,,,115.8
2636,,,,,,,,,,,115.8
2637,,,,,,,,,,,115.8
2638,,,,,,,,,,,115.8
2639,,,,,,,,,,,115.8
2640,,,,,,,,,,,115.2
2641,,,,,,,,,,,115.2
2642,,,,,,,,,,,115.2
2643,,,,,,,,,,,115.2
2644,,,,,,,,,,,115.2
2645,,,,,,,,,,,115.2
2646,,,,,,,,,,,115.2
2647,,,,,,,,,,,115.2
2648,,,,,,,,,,,115.2
2649,,,,,,,,,,,115.2
2650,,,,,,,,,,,114.8
2651,,,,,,,,,,,114.8
2652,,,,,,,,,,,114.8
2653,,,,,,,,,,,114.8
2654,,,,,,,,,,,114.8
2655,,,,,,,,,,,114.8
2656,,,,,,,,,,,114.8
2657,,,,,,,,,,,114.8
2658,,,,,,,,,,,114.8
2659,,,,,,,,,,,114.8
2660,,,,,,,,,,,114.4
2661,,,,,,,,,,,114.4
2662,,,,,,,,,,,114.4
2663,,,,,,,,,,,114.4
2664,,,,,,,,,,,114.4
2665,,,,,,,,,,,114.4
2666,,,,,,,,,,,114.4
2667,,,,,,,,,,,114.4
2668,,,,,,,,,,,114.4
2669,,,,,,,,,,,114.4
2670,,,,,,,,,,,113.8
2671,,,,,,,,,,,113.8
2672,,,,,,,,,,,113.8
2673,,,,,,,,,,,113.8
2674,,,,,,,,,,,113.8
2675,,,,,,,,,,,113.8
2676,,,,,,,,,,,113.8
2677,,,,,,,,,,,113.8
2678,,,,,,,,,,,113.8
2679,,,,,,,,,,,113.8
2680,,,,,,,,,,,113.2
2681,,,,,,,,,,,113.2
2682,,,,,,,,,,,113.2
2683,,,,,,,,,,,113.2
2684,,,,,,,,,,,113.2
2685,,,,,,,,,,,113.2
2686,,,,,,,,,,,113.2
2687,,,,,,,,,,,113.2
2688,,,,,,,,,,,113.2
2689,,,,,,,,,,,113.2
2690,,,,,,,,,,,112.8
2691,,,,,,,,,,,112.8
2692,,,,,,,,,,,112.8
2693,,,,,,,,,,,112.8
2694,,,,,,,,,,,112.8
2695,,,,,,,,,,,112.8
2696,,,,,,,,,,,112.8
2697,,,,,,,,,,,112.8
2698,,,,,,,,,,,112.8
2699,,,,,,,,,,,112.8
2700,,,,,,,,,,,112
2701,,,,,,,,,,,112
2702,,,,,,,,,,,112
2703,,,,,,,,,,,112
2704,,,,,,,,,,,112
2705,,,,,,,,,,,112
2706,,,,,,,,,,,112
2707,,,,,,,,,,,112
2708,,,,,,,,,,,112
2709,,,,,,,,,,,112
2710,,,,,,,,,,,111.6
2711,,,,,,,,,,,111.6
2712,,,,,,,,,,,111.6
2713,,,,,,,,,,,111.6
2714,,,,,,,,,,,111.6
2715,,,,,,,,,,,111.6
2716,,,,,,,,,,,111.6
2717,,,,,,,,,,,111.6
2718,,,,,,,,,,,111.6
2719,,,,,,,,,,,111.6
2720,,,,,,,,,,,111.2
2721,,,,,,,,,,,111.2
2722,,,,,,,,,,,111.2
2723,,,,,,,,,,,111.2
2724,,,,,,,,,,,111.2
2725,,,,,,,,,,,111.2
2726,,,,,,,,,,,111.2
2727,,,,,,,,,,,111.2
2728,,,,,,,,,,,111.2
2729,,,,,,,,,,,111.2
2730,,,,,,,,,,,110.8
2731,,,,,,,,,,,110.8
2732,,,,,,,,,,,110.8
2733,,,,,,,,,,,110.8
2734,,,,,,,,,,,110.8
2735,,,,,,,,,,,110.8
2736,,,,,,,,,,,110.8
2737,,,,,,,,,,,110.8
2738,,,,,,,,,,,110.8
2739,,,,,,,,,,,110.8
2740,,,,,,,,,,,110.2
2741,,,,,,,,,,,110.2
2742,,,,,,,,,,,110.2
2743,,,,,,,,,,,110.2
2744,,,,,,,,,,,110.2
2745,,,,,,,,,,,110.2
2746,,,,,,,,,,,110.2
2747,,,,,,,,,,,110.2
2748,,,,,,,,,,,110.2
2749,,,,,,,,,,,110.2
2750,,,,,,,,,,,109.6
2751,,,,,,,,,,,109.6
2752,,,,,,,,,,,109.6
2753,,,,,,,,,,,109.6
2754,,,,,,,,,,,109.6
2755,,,,,,,,,,,109.6
2756,,,,,,,,,,,109.6
2757,,,,,,,,,,,109.6
2758,,,,,,,,,,,109.6
2759,,,,,,,,,,,109.6
2760,,,,,,,,,,,109.4
2761,,,,,,,,,,,109.4
2762,,,,,,,,,,,109.4
2763,,,,,,,,,,,109.4
2764,,,,,,,,,,,109.4
2765,,,,,,,,,,,109.4
2766,,,,,,,,,,,109.4
2767,,,,,,,,,,,109.4
2768,,,,,,,,,,,109.4
2769,,,,,,,,,,,109.4
2770,,,,,,,,,,,108.8
2771,,,,,,,,,,,108.8
2772,,,,,,,,,,,108.8
2773,,,,,,,,,,,108.8
2774,,,,,,,,,,,108.8
2775,,,,,,,,,,,108.8
2776,,,,,,,,,,,108.8
2777,,,,,,,,,,,108.8
2778,,,,,,,,,,,108.8
2779,,,,,,,,,,,108.8
2780,,,,,,,,,,,108.4
2781,,,,,,,,,,,108.4
2782,,,,,,,,,,,108.4
2783,,,,,,,,,,,108.4
2784,,,,,,,,,,,108.4
2785,,,,,,,,,,,108.4
2786,,,,,,,,,,,108.4
2787,,,,,,,,,,,108.4
2788,,,,,,,,,,,108.4
2789,,,,,,,,,,,108.4
2790,,,,,,,,,,,107.8
2791,,,,,,,,,,,107.8
2792,,,,,,,,,,,107.8
2793,,,,,,,,,,,107.8
2794,,,,,,,,,,,107.8
2795,,,,,,,,,,,107.8
2796,,,,,,,,,,,107.8
2797,,,,,,,,,,,107.8
2798,,,,,,,,,,,107.8
2799,,,,,,,,,,,107.8
2800,,,,,,,,,,,107.4
2801,,,,,,,,,,,107.4
2802,,,,,,,,,,,107.4
2803,,,,,,,,,,,107.4
2804,,,,,,,,,,,107.4
2805,,,,,,,,,,,107.4
2806,,,,,,,,,,,107.4
2807,,,,,,,,,,,107.4
2808,,,,,,,,,,,107.4
2809,,,,,,,,,,,107.4
2810,,,,,,,,,,,107.2
2811,,,,,,,,,,,107.2
2812,,,,,,,,,,,107.2
2813,,,,,,,,,,,107.2
2814,,,,,,,,,,,107.2
2815,,,,,,,,,,,107.2
2816,,,,,,,,,,,107.2
2817,,,,,,,,,,,107.2
2818,,,,,,,,,,,107.2
2819,,,,,,,,,,,107.2
2820,,,,,,,,,,,106.8
2821,,,,,,,,,,,106.8
2822,,,,,,,,,,,106.8
2823,,,,,,,,,,,106.8
2824,,,,,,,,,,,106.8
2825,,,,,,,,,,,106.8
2826,,,,,,,,,,,106.8
2827,,,,,,,,,,,106.8
2828,,,,,,,,,,,106.8
2829,,,,,,,,,,,106.8
2830,,,,,,,,,,,106.4
2831,,,,,,,,,,,106.4
2832,,,,,,,,,,,106.4
2833,,,,,,,,,,,106.4
2834,,,,,,,,,,,106.4
2835,,,,,,,,,,,106.4
2836,,,,,,,,,,,106.4
2837,,,,,,,,,,,106.4
2838,,,,,,,,,,,106.4
2839,,,,,,,,,,,106.4
2840,,,,,,,,,,,106
2841,,,,,,,,,,,106
2842,,,,,,,,,,,106
2843,,,,,,,,,,,106
2844,,,,,,,,,,,106
2845,,,,,,,,,,,106
2846,,,,,,,,,,,106
2847,,,,,,,,,,,106
2848,,,,,,,,,,,106
2849,,,,,,,,,,,106
2850,,,,,,,,,,,105.8
2851,,,,,,,,,,,105.8
2852,,,,,,,,,,,105.8
2853,,,,,,,,,,,105.8
2854,,,,,,,,,,,105.8
2855,,,,,,,,,,,105.8
2856,,,,,,,,,,,105.8
2857,,,,,,,,,,,105.8
2858,,,,,,,,,,,105.8
2859,,,,,,,,,,,105.8
2860,,,,,,,,,,,105.2
2861,,,,,,,,,,,105.2
2862,,,,,,,,,,,105.2
2863,,,,,,,,,,,105.2
2864,,,,,,,,,,,105.2
2865,,,,,,,,,,,105.2
2866,,,,,,,,,,,105.2
2867,,,,,,,,,,,105.2
2868,,,,,,,,,,,105.2
2869,,,,,,,,,,,105.2
2870,,,,,,,,,,,104.6
2871,,,,,,,,,,,104.6
2872,,,,,,,,,,,104.6
2873,,,,,,,,,,,104.6
2874,,,,,,,,,,,104.6
2875,,,,,,,,,,,104.6
2876,,,,,,,,,,,104.6
2877,,,,,,,,,,,104.6
2878,,,,,,,,,,,104.6
2879,,,,,,,,,,,104.6
2880,,,,,,,,,,,104.4
2881,,,,,,,,,,,104.4
2882,,,,,,,,,,,104.4
2883,,,,,,,,,,,104.4
2884,,,,,,,,,,,104.4
2885,,,,,,,,,,,104.4
2886,,,,,,,,,,,104.4
2887,,,,,,,,,,,104.4
2888,,,,,,,,,,,104.4
2889,,,,,,,,,,,104.4
2890,,,,,,,,,,,104.2
2891,,,,,,,,,,,104.2
2892,,,,,,,,,,,104.2
2893,,,,,,,,,,,104.2
2894,,,,,,,,,,,104.2
2895,,,,,,,,,,,104.2
2896,,,,,,,,,,,104.2
2897,,,,,,,,,,,104.2
2898,,,,,,,,,,,104.2
2899,,,,,,,,,,,104.2
2900,,,,,,,,,,,103.6
2901,,,,,,,,,,,103.6
2902,,,,,,,,,,,103.6
2903,,,,,,,,,,,103.6
2904,,,,,,,,,,,103.6
2905,,,,,,,,,,,103.6
2906,,,,,,,,,,,103.6
2907,,,,,,,,,,,103.6
2908,,,,,,,,,,,103.6
2909,,,,,,,,,,,103.6
2910,,,,,,,,,,,103.6
2911,,,,,,,,,,,103.6
2912,,,,,,,,,,,103.6
2913,,,,,,,,,,,103.6
2914,,,,,,,,,,,103.6
2915,,,,,,,,,,,103.6
2916,,,,,,,,,,,103.6
2917,,,,,,,,,,,103.6
2918,,,,,,,,,,,103.6
2919,,,,,,,,,,,103.6
2920,,,,,,,,,,,103
2921,,,,,,,,,,,103
2922,,,,,,,,,,,103
2923,,,,,,,,,,,103
2924,,,,,,,,,,,103
2925,,,,,,,,,,,103
2926,,,,,,,,,,,103
2927,,,,,,,,,,,103
2928,,,,,,,,,,,103
2929,,,,,,,,,,,103
2930,,,,,,,,,,,102.6
2931,,,,,,,,,,,102.6
2932,,,,,,,,,,,102.6
2933,,,,,,,,,,,102.6
2934,,,,,,,,,,,102.6
2935,,,,,,,,,,,102.6
2936,,,,,,,,,,,102.6
2937,,,,,,,,,,,102.6
2938,,,,,,,,,,,102.6
2939,,,,,,,,,,,102.6
2940,,,,,,,,,,,102.4
2941,,,,,,,,,,,102.4
2942,,,,,,,,,,,102.4
2943,,,,,,,,,,,102.4
2944,,,,,,,,,,,102.4
2945,,,,,,,,,,,102.4
2946,,,,,,,,,,,102.4
2947,,,,,,,,,,,102.4
2948,,,,,,,,,,,102.4
2949,,,,,,,,,,,102.4
2950,,,,,,,,,,,101.8
2951,,,,,,,,,,,101.8
2952,,,,,,,,,,,101.8
2953,,,,,,,,,,,101.8
2954,,,,,,,,,,,101.8
2955,,,,,,,,,,,101.8
2956,,,,,,,,,,,101.8
2957,,,,,,,,,,,101.8
2958,,,,,,,,,,,101.8
2959,,,,,,,,,,,101.8
2960,,,,,,,,,,,101.6
2961,,,,,,,,,,,101.6
2962,,,,,,,,,,,101.6
2963,,,,,,,,,,,101.6
2964,,,,,,,,,,,101.6
2965,,,,,,,,,,,101.6
2966,,,,,,,,,,,101.6
2967,,,,,,,,,,,101.6
2968,,,,,,,,,,,101.6
2969,,,,,,,,,,,101.6
2970,,,,,,,,,,,101.2
2971,,,,,,,,,,,101.2
2972,,,,,,,,,,,101.2
2973,,,,,,,,,,,101.2
2974,,,,,,,,,,,101.2
2975,,,,,,,,,,,101.2
2976,,,,,,,,,,,101.2
2977,,,,,,,,,,,101.2
2978,,,,,,,,,,,101.2
2979,,,,,,,,,,,101.2
2980,,,,,,,,,,,101
2981,,,,,,,,,,,101
2982,,,,,,,,,,,101
2983,,,,,,,,,,,101
2984,,,,,,,,,,,101
2985,,,,,,,,,,,101
2986,,,,,,,,,,,101
2987,,,,,,,,,,,101
2988,,,,,,,,,,,101
2989,,,,,,,,,,,101
2990,,,,,,,,,,,100.6
2991,,,,,,,,,,,100.6
2992,,,,,,,,,,,100.6
2993,,,,,,,,,,,100.6
2994,,,,,,,,,,,100.6
2995,,,,,,,,,,,100.6
2996,,,,,,,,,,,100.6
2997,,,,,,,,,,,100.6
2998,,,,,,,,,,,100.6
2999,,,,,,,,,,,100.6
3000,,,,,,,,,,,100.4
3001,,,,,,,,,,,100.4
3002,,,,,,,,,,,100.4
3003,,,,,,,,,,,100.4
3004,,,,,,,,,,,100.4
3005,,,,,,,,,,,100.4
3006,,,,,,,,,,,100.4
3007,,,,,,,,,,,100.4
3008,,,,,,,,,,,100.4
3009,,,,,,,,,,,100.4
3010,,,,,,,,,,,100
3011,,,,,,,,,,,100
3012,,,,,,,,,,,100
3013,,,,,,,,,,,100
3014,,,,,,,,,,,100
3015,,,,,,,,,,,100
3016,,,,,,,,,,,100
3017,,,,,,,,,,,100
3018,,,,,,,,,,,100
3019,,,,,,,,,,,100
3020,,,,,,,,,,,99.8
3021,,,,,,,,,,,99.8
3022,,,,,,,,,,,99.8
3023,,,,,,,,,,,99.8
3024,,,,,,,,,,,99.8
3025,,,,,,,,,,,99.8
3026,,,,,,,,,,,99.8
3027,,,,,,,,,,,99.8
3028,,,,,,,,,,,99.8
3029,,,,,,,,,,,99.8
3030,,,,,,,,,,,99.4
3031,,,,,,,,,,,99.4
3032,,,,,,,,,,,99.4
3033,,,,,,,,,,,99.4
3034,,,,,,,,,,,99.4
3035,,,,,,,,,,,99.4
3036,,,,,,,,,,,99.4
3037,,,,,,,,,,,99.4
3038,,,,,,,,,,,99.4
3039,,,,,,,,,,,99.4
3040,,,,,,,,,,,99.2
3041,,,,,,,,,,,99.2
3042,,,,,,,,,,,99.2
3043,,,,,,,,,,,99.2
3044,,,,,,,,,,,99.2
3045,,,,,,,,,,,99.2
3046,,,,,,,,,,,99.2
3047,,,,,,,,,,,99.2
3048,,,,,,,,,,,99.2
3049,,,,,,,,,,,99.2
3050,,,,,,,,,,,98.8
3051,,,,,,,,,,,98.8
3052,,,,,,,,,,,98.8
3053,,,,,,,,,,,98.8
3054,,,,,,,,,,,98.8
3055,,,,,,,,,,,98.8
3056,,,,,,,,,,,98.8
3057,,,,,,,,,,,98.8
3058,,,,,,,,,,,98.8
3059,,,,,,,,,,,98.8
3060,,,,,,,,,,,98.6
3061,,,,,,,,,,,98.6
3062,,,,,,,,,,,98.6
3063,,,,,,,,,,,98.6
3064,,,,,,,,,,,98.6
3065,,,,,,,,,,,98.6
3066,,,,,,,,,,,98.6
3067,,,,,,,,,,,98.6
3068,,,,,,,,,,,98.6
3069,,,,,,,,,,,98.6
3070,,,,,,,,,,,98.2
3071,,,,,,,,,,,98.2
3072,,,,,,,,,,,98.2
3073,,,,,,,,,,,98.2
3074,,,,,,,,,,,98.2
3075,,,,,,,,,,,98.2
3076,,,,,,,,,,,98.2
3077,,,,,,,,,,,98.2
3078,,,,,,,,,,,98.2
3079,,,,,,,,,,,98.2
3080,,,,,,,,,,,98
3081,,,,,,,,,,,98
3082,,,,,,,,,,,98
3083,,,,,,,,,,,98
3084,,,,,,,,,,,98
3085,,,,,,,,,,,98
3086,,,,,,,,,,,98
3087,,,,,,,,,,,98
3088,,,,,,,,,,,98
3089,,,,,,,,,,,98
3090,,,,,,,,,,,97.6
3091,,,,,,,,,,,97.6
3092,,,,,,,,,,,97.6
3093,,,,,,,,,,,97.6
3094,,,,,,,,,,,97.6
3095,,,,,,,,,,,97.6
3096,,,,,,,,,,,97.6
3097,,,,,,,,,,,97.6
3098,,,,,,,,,,,97.6
3099,,,,,,,,,,,97.6
3100,,,,,,,,,,,97.2
3101,,,,,,,,,,,97.2
3102,,,,,,,,,,,97.2
3103,,,,,,,,,,,97.2
3104,,,,,,,,,,,97.2
3105,,,,,,,,,,,97.2
3106,,,,,,,,,,,97.2
3107,,,,,,,,,,,97.2
3108,,,,,,,,,,,97.2
3109,,,,,,,,,,,97.2
3110,,,,,,,,,,,97
3111,,,,,,,,,,,97
3112,,,,,,,,,,,97
3113,,,,,,,,,,,97
3114,,,,,,,,,,,97
3115,,,,,,,,,,,97
3116,,,,,,,,,,,97
3117,,,,,,,,,,,97
3118,,,,,,,,,,,97
3119,,,,,,,,,,,97
3120,,,,,,,,,,,96.6
3121,,,,,,,,,,,96.6
3122,,,,,,,,,,,96.6
3123,,,,,,,,,,,96.6
3124,,,,,,,,,,,96.6
3125,,,,,,,,,,,96.6
3126,,,,,,,,,,,96.6
3127,,,,,,,,,,,96.6
3128,,,,,,,,,,,96.6
3129,,,,,,,,,,,96.6
3130,,,,,,,,,,,96.4
3131,,,,,,,,,,,96.4
3132,,,,,,,,,,,96.4
3133,,,,,,,,,,,96.4
3134,,,,,,,,,,,96.4
3135,,,,,,,,,,,96.4
3136,,,,,,,,,,,96.4
3137,,,,,,,,,,,96.4
3138,,,,,,,,,,,96.4
3139,,,,,,,,,,,96.4
3140,,,,,,,,,,,96
3141,,,,,,,,,,,96
3142,,,,,,,,,,,96
3143,,,,,,,,,,,96
3144,,,,,,,,,,,96
3145,,,,,,,,,,,96
3146,,,,,,,,,,,96
3147,,,,,,,,,,,96
3148,,,,,,,,,,,96
3149,,,,,,,,,,,96
3150,,,,,,,,,,,95.8
3151,,,,,,,,,,,95.8
3152,,,,,,,,,,,95.8
3153,,,,,,,,,,,95.8
3154,,,,,,,,,,,95.8
3155,,,,,,,,,,,95.8
3156,,,,,,,,,,,95.8
3157,,,,,,,,,,,95.8
3158,,,,,,,,,,,95.8
3159,,,,,,,,,,,95.8
3160,,,,,,,,,,,95.4
3161,,,,,,,,,,,95.4
3162,,,,,,,,,,,95.4
3163,,,,,,,,,,,95.4
3164,,,,,,,,,,,95.4
3165,,,,,,,,,,,95.4
3166,,,,,,,,,,,95.4
3167,,,,,,,,,,,95.4
3168,,,,,,,,,,,95.4
3169,,,,,,,,,,,95.4
3170,,,,,,,,,,,95.2
3171,,,,,,,,,,,95.2
3172,,,,,,,,,,,95.2
3173,,,,,,,,,,,95.2
3174,,,,,,,,,,,95.2
3175,,,,,,,,,,,95.2
3176,,,,,,,,,,,95.2
3177,,,,,,,,,,,95.2
3178,,,,,,,,,,,95.2
3179,,,,,,,,,,,95.2
3180,,,,,,,,,,,94.8
3181,,,,,,,,,,,94.8
3182,,,,,,,,,,,94.8
3183,,,,,,,,,,,94.8
3184,,,,,,,,,,,94.8
3185,,,,,,,,,,,94.8
3186,,,,,,,,,,,94.8
3187,,,,,,,,,,,94.8
3188,,,,,,,,,,,94.8
3189,,,,,,,,,,,94.8
3190,,,,,,,,,,,94.6
3191,,,,,,,,,,,94.6
3192,,,,,,,,,,,94.6
3193,,,,,,,,,,,94.6
3194,,,,,,,,,,,94.6
3195,,,,,,,,,,,94.6
3196,,,,,,,,,,,94.6
3197,,,,,,,,,,,94.6
3198,,,,,,,,,,,94.6
3199,,,,,,,,,,,94.6
3200,,,,,,,,,,,94.4
3201,,,,,,,,,,,94.4
3202,,,,,,,,,,,94.4
3203,,,,,,,,,,,94.4
3204,,,,,,,,,,,94.4
3205,,,,,,,,,,,94.4
3206,,,,,,,,,,,94.4
3207,,,,,,,,,,,94.4
3208,,,,,,,,,,,94.4
3209,,,,,,,,,,,94.4
3210,,,,,,,,,,,94.2
3211,,,,,,,,,,,94.2
3212,,,,,,,,,,,94.2
3213,,,,,,,,,,,94.2
3214,,,,,,,,,,,94.2
3215,,,,,,,,,,,94.2
3216,,,,,,,,,,,94.2
3217,,,,,,,,,,,94.2
3218,,,,,,,,,,,94.2
3219,,,,,,,,,,,94.2
3220,,,,,,,,,,,93.8
3221,,,,,,,,,,,93.8
3222,,,,,,,,,,,93.8
3223,,,,,,,,,,,93.8
3224,,,,,,,,,,,93.8
3225,,,,,,,,,,,93.8
3226,,,,,,,,,,,93.8
3227,,,,,,,,,,,93.8
3228,,,,,,,,,,,93.8
3229,,,,,,,,,,,93.8
3230,,,,,,,,,,,93.6
3231,,,,,,,,,,,93.6
3232,,,,,,,,,,,93.6
3233,,,,,,,,,,,93.6
3234,,,,,,,,,,,93.6
3235,,,,,,,,,,,93.6
3236,,,,,,,,,,,93.6
3237,,,,,,,,,,,93.6
3238,,,,,,,,,,,93.6
3239,,,,,,,,,,,93.6
3240,,,,,,,,,,,93.2
3241,,,,,,,,,,,93.2
3242,,,,,,,,,,,93.2
3243,,,,,,,,,,,93.2
3244,,,,,,,,,,,93.2
3245,,,,,,,,,,,93.2
3246,,,,,,,,,,,93.2
3247,,,,,,,,,,,93.2
3248,,,,,,,,,,,93.2
3249,,,,,,,,,,,93.2
3250,,,,,,,,,,,93
3251,,,,,,,,,,,93
3252,,,,,,,,,,,93
3253,,,,,,,,,,,93
3254,,,,,,,,,,,93
3255,,,,,,,,,,,93
3256,,,,,,,,,,,93
3257,,,,,,,,,,,93
3258,,,,,,,,,,,93
3259,,,,,,,,,,,93
3260,,,,,,,,,,,92.6
3261,,,,,,,,,,,92.6
3262,,,,,,,,,,,92.6
3263,,,,,,,,,,,92.6
3264,,,,,,,,,,,92.6
3265,,,,,,,,,,,92.6
3266,,,,,,,,,,,92.6
3267,,,,,,,,,,,92.6
3268,,,,,,,,,,,92.6
3269,,,,,,,,,,,92.6
3270,,,,,,,,,,,92.6
3271,,,,,,,,,,,92.6
3272,,,,,,,,,,,92.6
3273,,,,,,,,,,,92.6
3274,,,,,,,,,,,92.6
3275,,,,,,,,,,,92.6
3276,,,,,,,,,,,92.6
3277,,,,,,,,,,,92.6
3278,,,,,,,,,,,92.6
3279,,,,,,,,,,,92.6
3280,,,,,,,,,,,92.2
3281,,,,,,,,,,,92.2
3282,,,,,,,,,,,92.2
3283,,,,,,,,,,,92.2
3284,,,,,,,,,,,92.2
3285,,,,,,,,,,,92.2
3286,,,,,,,,,,,92.2
3287,,,,,,,,,,,92.2
3288,,,,,,,,,,,92.2
3289,,,,,,,,,,,92.2
3290,,,,,,,,,,,91.6
3291,,,,,,,,,,,91.6
3292,,,,,,,,,,,91.6
3293,,,,,,,,,,,91.6
3294,,,,,,,,,,,91.6
3295,,,,,,,,,,,91.6
3296,,,,,,,,,,,91.6
3297,,,,,,,,,,,91.6
3298,,,,,,,,,,,91.6
3299,,,,,,,,,,,91.6
3300,,,,,,,,,,,91.6
3301,,,,,,,,,,,91.6
3302,,,,,,,,,,,91.6
3303,,,,,,,,,,,91.6
3304,,,,,,,,,,,91.6
3305,,,,,,,,,,,91.6
3306,,,,,,,,,,,91.6
3307,,,,,,,,,,,91.6
3308,,,,,,,,,,,91.6
3309,,,,,,,,,,,91.6
3310,,,,,,,,,,,91.4
3311,,,,,,,,,,,91.4
3312,,,,,,,,,,,91.4
3313,,,,,,,,,,,91.4
3314,,,,,,,,,,,91.4
3315,,,,,,,,,,,91.4
3316,,,,,,,,,,,91.4
3317,,,,,,,,,,,91.4
3318,,,,,,,,,,,91.4
3319,,,,,,,,,,,91.4
3320,,,,,,,,,,,91.2
3321,,,,,,,,,,,91.2
3322,,,,,,,,,,,91.2
3323,,,,,,,,,,,91.2
3324,,,,,,,,,,,91.2
3325,,,,,,,,,,,91.2
3326,,,,,,,,,,,91.2
3327,,,,,,,,,,,91.2
3328,,,,,,,,,,,91.2
3329,,,,,,,,,,,91.2
3330,,,,,,,,,,,90.8
3331,,,,,,,,,,,90.8
3332,,,,,,,,,,,90.8
3333,,,,,,,,,,,90.8
3334,,,,,,,,,,,90.8
3335,,,,,,,,,,,90.8
3336,,,,,,,,,,,90.8
3337,,,,,,,,,,,90.8
3338,,,,,,,,,,,90.8
3339,,,,,,,,,,,90.8
3340,,,,,,,,,,,90.4
3341,,,,,,,,,,,90.4
3342,,,,,,,,,,,90.4
3343,,,,,,,,,,,90.4
3344,,,,,,,,,,,90.4
3345,,,,,,,,,,,90.4
3346,,,,,,,,,,,90.4
3347,,,,,,,,,,,90.4
3348,,,,,,,,,,,90.4
3349,,,,,,,,,,,90.4
3350,,,,,,,,,,,90.4
3351,,,,,,,,,,,90.4
3352,,,,,,,,,,,90.4
3353,,,,,,,,,,,90.4
3354,,,,,,,,,,,90.4
3355,,,,,,,,,,,90.4
3356,,,,,,,,,,,90.4
3357,,,,,,,,,,,90.4
3358,,,,,,,,,,,90.4
3359,,,,,,,,,,,90.4
3360,,,,,,,,,,,90
3361,,,,,,,,,,,90
3362,,,,,,,,,,,90
3363,,,,,,,,,,,90
3364,,,,,,,,,,,90
3365,,,,,,,,,,,90
3366,,,,,,,,,,,90
3367,,,,,,,,,,,90
3368,,,,,,,,,,,90
3369,,,,,,,,,,,90
3370,,,,,,,,,,,89.8
3371,,,,,,,,,,,89.8
3372,,,,,,,,,,,89.8
3373,,,,,,,,,,,89.8
3374,,,,,,,,,,,89.8
3375,,,,,,,,,,,89.8
3376,,,,,,,,,,,89.8
3377,,,,,,,,,,,89.8
3378,,,,,,,,,,,89.8
3379,,,,,,,,,,,89.8
3380,,,,,,,,,,,89.6
3381,,,,,,,,,,,89.6
3382,,,,,,,,,,,89.6
3383,,,,,,,,,,,89.6
3384,,,,,,,,,,,89.6
3385,,,,,,,,,,,89.6
3386,,,,,,,,,,,89.6
3387,,,,,,,,,,,89.6
3388,,,,,,,,,,,89.6
3389,,,,,,,,,,,89.6
3390,,,,,,,,,,,89.2
3391,,,,,,,,,,,89.2
3392,,,,,,,,,,,89.2
3393,,,,,,,,,,,89.2
3394,,,,,,,,,,,89.2
3395,,,,,,,,,,,89.2
3396,,,,,,,,,,,89.2
3397,,,,,,,,,,,89.2
3398,,,,,,,,,,,89.2
3399,,,,,,,,,,,89.2
3400,,,,,,,,,,,89
3401,,,,,,,,,,,89
3402,,,,,,,,,,,89
3403,,,,,,,,,,,89
3404,,,,,,,,,,,89
3405,,,,,,,,,,,89
3406,,,,,,,,,,,89
3407,,,,,,,,,,,89
3408,,,,,,,,,,,89
3409,,,,,,,,,,,89
3410,,,,,,,,,,,88.6
